C2H2,C2H4,CH4,H2,C2H6,act
0.02,3.38,3.7,1.5,7.23,7
3.06,0.55,0.29,7.69,1.63,3
1.94,6.31,0.67,6.29,7.59,4
0.0,6.49,5.92,6.92,0.95,5
1.39,2.04,0.83,2.66,8.78,4
2.49,5.01,0.56,2.5,2.48,4
7.55,0.68,0.18,6.32,1.83,3
1.51,7.78,2.65,8.14,4.89,1
0.06,9.97,4.53,8.17,4.49,7
1.56,9.2,0.21,4.28,2.67,4
6.06,1.42,9.1,3.52,4.1,1
0.03,3.75,8.14,9.64,2.95,6
5.76,0.52,0.2,5.0,4.22,3
0.0,9.5,7.1,9.14,0.69,5
0.0,7.74,2.84,2.14,0.14,5
2.89,10.42,9.45,2.27,5.69,1
0.02,6.98,8.22,6.86,3.84,6
0.0,1.77,0.01,5.57,0.05,2
0.0,1.92,0.02,5.28,0.05,2
0.07,1.66,7.3,5.74,4.58,7
0.0,8.55,0.0,3.15,0.18,2
0.0,5.51,0.08,1.88,0.01,2
9.23,0.12,4.7,8.81,5.69,1
0.1,5.03,3.87,6.23,6.54,7
1.92,5.74,0.45,8.05,7.35,4
0.0,8.34,0.07,7.65,0.12,2
0.08,1.73,7.11,4.18,2.45,6
0.0,7.48,0.01,9.21,0.14,2
0.01,2.64,9.0,8.32,2.18,6
2.42,9.04,1.51,2.04,2.61,1
0.08,4.09,7.67,8.19,1.63,6
6.72,0.82,0.42,7.24,1.35,3
0.06,1.3,3.8,6.79,3.93,6
0.0,4.41,1.03,4.43,0.36,5
0.0,3.8,1.49,8.33,0.44,5
0.08,9.32,1.33,9.1,1.09,6
0.0,2.26,4.08,7.05,0.29,5
1.24,7.3,0.66,6.32,3.44,4
1.1,3.34,5.3,2.39,8.42,1
0.0,8.78,7.27,5.83,0.82,5
1.46,1.99,0.3,2.58,3.0,4
0.09,1.4,6.36,3.29,3.33,6
1.64,1.55,0.48,4.22,6.96,4
0.0,5.69,6.93,2.17,0.12,5
3.65,0.31,0.14,5.7,1.0,3
2.34,6.73,0.36,7.98,4.83,4
0.0,9.46,0.09,5.96,0.06,2
0.06,2.1,7.47,1.56,1.72,6
2.25,0.18,0.47,5.29,3.94,3
0.03,5.58,4.93,4.62,6.57,7
6.66,5.88,8.46,7.18,10.46,1
0.0,1.9,5.62,7.16,0.04,5
0.7,2.69,0.68,6.05,8.24,4
2.43,0.4,7.74,3.08,7.7,1
0.06,7.3,9.89,9.24,1.69,6
2.16,0.35,0.38,8.85,6.25,3
5.42,0.72,0.15,1.49,1.55,3
0.0,7.87,0.01,9.72,0.11,2
0.1,7.37,4.08,9.97,6.15,7
0.0,7.06,0.05,5.18,0.07,2
0.06,2.23,6.04,7.78,3.41,6
1.98,0.65,0.14,6.57,4.3,3
1.43,5.14,0.24,9.96,6.3,4
0.07,7.23,9.06,3.75,2.5,6
0.06,8.55,6.1,7.92,6.89,7
6.63,4.22,4.48,2.31,10.67,1
0.0,1.44,0.08,8.26,0.06,2
0.16,6.55,2.98,5.54,9.78,7
2.22,6.76,8.09,7.96,8.67,1
1.55,6.6,6.28,10.14,1.77,1
2.17,8.65,4.41,7.65,4.98,1
5.34,10.64,3.37,1.14,10.67,1
0.04,8.88,5.1,1.15,1.57,6
9.25,0.83,0.45,9.85,7.98,3
0.0,2.72,8.95,4.03,0.77,5
0.0,4.58,3.31,5.0,0.38,5
3.67,0.98,0.5,3.04,1.14,3
0.0,9.54,8.64,5.29,0.92,5
0.11,5.74,3.37,8.12,7.67,7
0.08,6.8,4.58,4.21,2.92,6
0.0,6.54,5.06,9.56,0.95,5
0.02,2.63,4.67,9.73,5.35,7
1.47,5.18,0.28,9.49,3.76,4
1.66,0.59,0.4,3.48,6.68,3
6.78,9.39,10.51,1.0,6.91,1
1.69,9.56,1.0,3.13,9.18,4
0.0,5.31,0.08,8.38,0.04,2
0.0,6.94,0.01,8.29,0.16,2
0.08,3.61,1.86,7.17,1.62,6
2.43,0.47,6.52,3.01,0.96,1
5.01,6.87,7.23,0.79,0.99,1
9.61,0.92,0.48,2.0,8.77,3
7.43,7.71,5.35,5.55,5.59,1
0.0,6.15,0.05,7.11,0.01,2
9.55,9.14,6.38,1.42,6.92,1
0.04,2.45,9.55,4.63,3.74,6
0.13,1.29,8.5,5.25,5.79,7
0.04,7.55,1.53,4.65,3.97,6
7.39,0.65,0.45,9.67,9.56,3
5.97,0.11,0.36,5.31,9.81,3
9.22,6.86,6.01,1.3,7.74,1
0.0,3.28,0.01,5.3,0.07,2
0.0,5.72,0.0,2.78,0.04,2
0.03,1.93,4.0,3.17,1.98,6
0.17,6.62,7.25,5.1,5.15,7
0.0,4.57,0.01,9.13,0.04,2
1.18,3.58,0.5,8.78,9.28,4
1.61,2.11,0.41,9.62,9.45,4
0.92,5.33,0.92,5.07,2.71,4
2.41,8.37,7.53,6.23,10.65,1
1.95,5.88,0.7,6.96,9.77,4
0.0,5.85,1.02,3.35,0.74,5
6.77,0.61,0.3,8.11,2.16,3
2.34,7.97,3.07,10.22,8.48,1
0.0,7.33,0.0,6.52,0.01,2
5.24,8.23,0.29,9.74,8.43,1
4.26,7.3,3.21,8.91,3.59,1
1.52,2.61,0.73,1.84,7.17,4
1.08,0.61,0.21,1.24,3.75,3
5.16,0.5,0.28,3.94,2.25,3
7.36,0.87,0.32,7.89,1.49,3
4.18,0.83,0.12,6.3,2.76,3
4.27,2.87,5.21,3.35,3.4,1
4.97,4.99,5.51,7.84,3.61,1
0.17,4.35,2.15,3.08,9.88,7
1.19,5.39,0.42,9.12,5.44,4
4.55,0.41,0.1,8.28,5.61,3
0.17,7.45,4.73,3.98,8.85,7
0.1,6.2,4.73,3.06,6.7,7
0.0,3.64,8.68,7.98,0.13,5
9.62,0.31,0.3,8.25,2.48,3
1.0,7.06,0.55,6.66,3.64,4
0.19,2.85,3.65,9.52,9.25,7
1.26,5.85,0.2,4.76,5.27,4
0.0,7.29,0.08,8.03,0.06,2
0.0,2.06,8.68,6.88,0.11,5
2.49,8.62,0.51,3.38,4.95,4
0.0,4.32,8.37,9.38,3.3,6
6.62,0.65,0.37,2.17,6.99,3
0.05,9.43,8.71,7.03,2.92,6
6.32,0.48,0.49,8.4,9.99,3
0.1,6.88,4.23,5.24,8.23,7
0.0,5.97,7.25,5.29,0.19,5
0.06,2.52,8.26,8.97,8.1,7
0.0,3.22,1.93,6.84,0.04,5
7.08,0.68,0.36,7.09,6.99,3
0.0,5.06,7.06,7.24,0.94,5
6.13,2.81,1.13,0.46,5.44,1
0.0,4.81,0.05,7.62,0.11,2
0.07,3.42,6.16,4.69,3.19,6
0.0,4.85,6.23,9.37,0.54,5
0.0,7.66,9.6,7.45,0.72,5
0.04,6.92,8.36,8.1,1.35,6
0.0,3.83,9.14,4.84,0.58,5
1.8,6.77,0.2,2.77,3.45,4
2.1,1.18,0.44,3.12,2.35,4
7.21,6.81,1.03,6.87,6.63,1
1.65,8.97,0.78,1.13,7.51,4
0.02,5.33,4.67,7.65,3.08,6
0.01,7.8,2.25,2.34,5.52,7
0.0,8.73,7.96,8.81,0.31,5
2.48,3.07,0.41,6.54,3.54,4
0.05,1.28,9.31,7.13,2.13,6
0.1,1.01,3.92,7.48,6.6,7
9.31,0.28,0.38,7.09,1.04,3
0.0,6.72,0.07,2.63,0.09,2
0.12,3.26,9.89,5.48,5.79,7
2.25,2.27,0.42,7.14,6.06,4
4.23,9.59,9.11,2.07,6.61,1
0.0,3.84,0.05,4.6,0.09,2
1.17,6.33,0.43,7.62,4.01,4
0.69,5.96,0.51,7.15,3.52,4
0.0,5.99,0.02,7.92,0.02,2
0.02,6.45,8.38,2.39,3.94,6
0.0,9.86,7.33,5.03,0.92,5
0.16,7.52,7.21,7.65,7.24,7
8.15,1.93,7.13,10.18,10.65,1
0.01,9.67,4.09,8.9,8.03,7
0.0,6.29,0.03,2.62,0.16,2
1.21,6.08,0.73,1.92,6.83,4
1.59,1.76,0.45,5.68,6.91,4
0.0,7.42,0.07,8.64,0.01,2
6.68,0.3,0.25,2.39,7.89,3
2.43,3.97,0.44,9.32,3.43,4
0.0,1.82,8.71,6.98,8.88,7
0.0,3.61,0.02,6.63,0.05,2
0.18,1.54,6.9,3.92,5.14,7
0.0,2.5,4.34,8.6,0.04,5
0.17,3.82,5.93,6.17,8.07,7
0.0,1.56,0.02,3.81,0.12,2
0.0,6.09,0.0,8.91,0.17,2
0.0,8.47,2.08,1.93,0.96,5
0.0,5.42,4.82,8.31,1.86,6
0.07,6.09,6.24,6.5,6.16,7
1.89,8.72,0.63,2.05,5.96,4
2.01,0.28,0.41,3.29,7.1,3
6.05,0.7,0.33,5.59,8.39,3
0.0,5.93,2.92,2.54,0.27,5
0.01,1.67,9.72,4.87,2.75,6
9.56,3.07,9.48,8.66,5.58,1
0.0,2.26,0.03,5.17,0.11,2
0.04,1.33,2.43,2.89,7.48,7
1.86,8.73,0.37,2.0,9.97,4
0.07,8.89,8.14,3.74,2.88,6
7.73,10.29,7.48,8.96,3.32,1
3.21,3.97,2.84,7.28,6.26,1
4.09,6.72,1.57,9.62,9.57,1
3.04,0.21,0.33,7.95,6.23,3
1.72,0.34,0.49,2.15,4.58,3
0.08,3.25,9.0,2.91,9.02,7
0.01,6.71,6.96,8.07,1.08,6
0.0,5.28,3.28,5.14,0.4,5
9.1,7.16,5.12,0.23,5.45,1
0.0,2.6,7.95,5.57,0.77,5
1.16,0.72,0.25,5.39,3.97,3
6.06,0.22,6.56,5.04,7.79,1
0.01,8.22,2.04,6.73,1.4,6
1.05,6.81,0.29,5.68,9.89,4
0.92,5.15,0.71,1.36,8.32,4
3.19,3.16,9.12,10.43,1.45,1
0.0,2.0,9.33,8.24,0.1,5
0.0,2.02,7.26,3.14,0.32,5
3.33,1.96,9.08,0.55,8.51,1
0.0,1.39,0.05,9.32,0.06,2
5.88,0.67,1.64,8.9,0.19,1
10.41,0.47,6.09,7.79,4.43,1
0.05,6.48,7.73,7.18,1.54,6
0.0,7.06,9.47,7.41,0.55,5
0.01,3.89,1.27,5.59,3.27,6
0.06,7.71,5.5,3.09,1.12,6
0.65,6.7,0.87,3.24,7.58,4
0.06,4.16,6.97,8.65,2.47,6
2.29,6.41,0.14,6.04,6.52,4
0.0,7.69,0.07,1.75,0.04,2
0.0,5.79,9.04,2.43,0.26,5
5.9,0.6,0.37,9.53,1.76,3
0.0,4.25,0.05,3.89,0.11,2
0.11,4.22,5.24,6.57,7.75,7
2.01,0.34,0.49,6.02,9.32,3
0.0,5.38,1.41,5.7,0.42,5
0.91,8.5,0.69,5.71,3.29,4
0.05,5.46,1.62,8.5,9.37,7
0.1,7.2,2.61,2.61,6.4,7
0.04,3.92,9.57,7.03,9.06,7
0.04,3.65,2.96,8.33,1.86,6
0.11,4.88,8.33,6.42,9.96,7
0.0,4.41,0.02,6.32,0.0,2
0.0,5.12,9.59,9.74,0.98,5
0.0,1.33,0.07,5.05,0.17,2
5.78,8.27,3.17,10.4,2.86,1
0.0,2.95,0.03,7.71,0.07,2
0.0,1.07,8.14,2.6,0.23,5
1.58,1.22,0.99,9.89,9.33,4
1.8,4.55,0.67,1.28,9.13,4
0.0,1.99,4.53,5.33,0.51,5
6.16,3.74,1.92,0.75,3.89,1
3.53,9.66,8.89,6.91,5.82,1
0.07,7.28,6.63,6.28,7.15,7
0.08,2.64,1.79,5.32,3.68,6
4.31,0.03,6.88,9.7,1.96,1
1.59,7.56,0.13,5.36,7.98,4
0.08,5.38,5.01,1.02,3.32,6
0.0,8.15,0.03,6.55,0.04,2
0.15,1.31,9.38,5.12,7.43,7
0.0,7.33,3.13,6.24,0.87,5
6.18,4.16,8.48,7.51,3.48,1
1.88,5.72,0.49,9.03,4.74,4
0.0,6.18,0.09,3.89,0.17,2
2.37,1.19,0.96,4.73,3.36,4
3.91,0.9,0.36,8.71,2.49,3
0.16,2.21,2.14,1.65,7.84,7
2.01,4.09,0.83,3.94,5.13,4
1.69,7.13,0.92,8.84,7.53,4
7.71,0.99,0.25,3.09,9.26,3
3.82,7.95,5.69,6.39,1.98,1
5.34,3.66,6.97,8.8,0.6,1
0.13,5.37,5.83,4.78,7.81,7
0.0,9.15,0.09,5.14,0.06,2
6.89,0.96,0.48,4.1,3.83,3
0.61,3.01,0.2,1.18,5.87,4
3.97,0.96,0.34,1.56,2.12,3
0.0,8.8,0.01,9.88,0.03,2
1.9,1.16,0.49,8.54,3.51,4
0.0,6.1,0.01,2.39,0.13,2
0.0,2.62,0.01,1.41,0.07,2
0.0,1.02,0.04,5.19,0.05,2
8.96,0.66,0.3,1.65,6.04,3
8.19,0.23,0.42,1.9,6.79,3
0.12,9.75,2.94,4.8,8.41,7
0.0,8.73,0.09,1.47,0.07,2
0.0,2.75,0.05,7.0,0.16,2
0.05,4.96,7.92,7.54,2.07,6
4.9,4.87,10.37,8.4,4.44,1
0.0,5.74,9.92,9.89,0.08,5
0.07,6.05,5.66,9.15,7.35,7
0.0,8.08,7.46,9.37,0.1,5
0.0,5.73,2.81,6.96,0.58,5
0.0,2.4,0.07,6.74,0.12,2
0.0,5.56,6.28,5.55,0.65,5
0.0,9.89,2.62,4.5,0.97,5
0.02,4.62,5.07,9.23,5.16,7
1.35,1.37,0.37,2.89,4.25,4
4.89,0.73,0.32,7.44,3.34,3
0.0,5.05,1.19,5.47,0.93,5
1.92,10.0,0.11,5.06,2.18,4
0.03,8.39,7.63,5.94,3.6,6
10.13,8.88,9.14,6.82,3.43,1
0.0,4.71,0.05,7.74,0.07,2
0.02,9.06,7.86,1.66,1.45,6
0.93,1.68,0.25,7.38,2.58,4
1.91,4.07,0.96,6.0,9.53,4
0.09,8.23,9.59,2.94,3.93,6
0.92,9.77,0.4,6.16,7.12,4
0.06,3.23,6.89,8.16,2.72,6
2.06,5.37,9.63,6.51,5.29,1
0.0,1.28,4.9,2.32,0.24,5
0.07,9.96,4.58,1.82,9.01,7
6.24,5.67,0.16,5.45,1.61,1
0.0,6.87,0.08,8.81,0.11,2
4.9,10.18,4.99,10.32,5.43,1
0.0,8.62,0.0,4.44,0.14,2
0.0,5.54,2.13,6.23,0.42,5
0.0,6.56,8.0,9.34,0.87,5
0.0,7.11,0.02,1.72,0.07,2
0.0,3.4,3.49,2.74,0.19,5
0.0,7.26,0.03,8.12,0.05,2
0.12,5.97,1.44,8.25,9.15,7
0.03,3.11,6.22,2.41,2.3,6
4.76,0.49,0.14,1.91,8.04,3
2.39,7.11,0.87,3.41,6.57,4
0.1,5.53,3.93,8.77,6.86,7
9.56,0.51,0.35,4.12,4.96,3
0.18,1.06,1.33,7.39,7.01,7
0.0,6.05,0.05,7.9,0.12,2
0.0,7.92,2.06,3.13,0.46,5
0.09,5.22,3.99,6.64,3.07,6
0.98,7.98,0.82,2.64,6.89,4
1.93,0.21,0.19,7.95,5.23,3
3.81,9.87,4.53,0.77,8.31,1
0.18,7.26,5.99,9.98,8.33,7
0.01,3.37,1.36,4.58,4.51,7
0.0,4.08,0.02,7.22,0.11,2
0.05,5.7,9.64,1.87,8.1,7
4.78,8.91,10.28,5.79,5.77,1
8.13,8.38,5.14,0.55,0.95,1
0.36,10.4,1.25,9.37,10.17,1
4.19,7.94,5.28,5.06,7.62,1
0.0,1.37,7.83,7.07,0.67,5
0.0,8.29,0.0,5.21,0.16,2
3.79,0.42,0.19,5.2,4.87,3
0.07,4.42,4.13,9.78,3.6,6
1.93,5.1,0.28,5.8,4.91,4
0.02,6.33,9.93,3.76,9.55,7
0.16,1.13,2.67,7.59,8.47,7
0.0,5.72,0.07,5.96,0.12,2
5.3,9.85,9.48,6.13,5.31,1
2.97,3.45,1.32,2.67,7.72,1
1.31,8.07,0.86,8.45,7.29,4
0.03,8.31,1.65,5.28,1.49,6
0.02,3.27,4.08,9.5,2.35,6
0.0,5.33,0.06,2.58,0.08,2
0.0,8.73,0.04,8.52,0.11,2
0.0,8.2,2.79,3.77,0.84,5
0.94,8.83,0.95,3.99,3.47,4
0.08,7.62,9.76,2.94,2.65,6
1.88,4.94,0.62,4.41,9.91,4
3.17,0.85,0.32,9.75,6.02,3
2.52,0.98,0.13,9.96,7.79,3
0.02,5.52,3.8,3.57,3.08,6
0.0,8.12,3.1,1.96,0.84,5
2.39,5.91,9.73,0.71,7.39,1
4.33,0.71,0.18,1.97,2.54,3
0.0,5.47,0.08,5.1,0.15,2
1.65,6.64,5.8,6.46,2.56,1
2.32,7.27,0.48,1.93,9.86,4
0.18,9.41,1.09,5.21,6.34,7
0.0,3.54,0.08,9.28,0.03,2
0.0,4.72,5.18,5.19,0.42,5
0.09,4.97,6.05,2.28,3.5,6
0.58,8.49,0.51,0.78,7.15,1
5.97,0.9,0.31,9.97,2.56,3
1.44,3.02,0.37,5.5,9.67,4
0.0,5.44,0.03,7.67,0.01,2
4.81,0.25,0.14,8.77,7.89,3
0.0,2.72,7.39,2.37,0.25,5
0.16,3.41,5.88,7.82,8.8,7
0.17,2.73,1.76,7.01,9.54,7
5.92,0.55,0.27,4.94,1.8,3
5.75,0.72,0.19,6.99,1.96,3
0.0,1.7,0.05,7.44,0.13,2
0.0,7.25,0.07,6.1,0.16,2
6.25,0.75,0.24,8.45,4.52,3
0.18,1.9,8.1,6.29,5.52,7
1.77,0.24,5.68,8.67,1.58,1
0.0,6.44,9.89,1.7,0.86,5
1.99,7.34,0.13,9.81,6.19,4
8.07,0.46,0.49,5.72,8.86,3
0.08,9.35,5.55,6.16,3.46,6
0.0,8.36,8.04,9.85,0.41,5
1.45,2.01,0.39,7.22,6.39,4
0.0,5.57,0.04,1.53,0.09,2
0.07,8.91,9.82,6.74,3.0,6
0.0,4.16,0.04,3.52,0.06,2
0.0,1.86,0.09,7.55,0.12,2
9.2,7.88,3.61,2.32,1.79,1
0.08,3.7,3.8,3.27,6.84,7
5.82,5.61,1.02,0.05,5.45,1
8.24,0.15,0.16,1.32,6.87,3
0.0,2.07,0.01,5.11,0.16,2
0.0,5.22,2.79,6.88,0.31,5
0.15,4.44,9.04,9.23,9.42,7
5.88,6.1,6.84,4.28,8.46,1
2.97,0.3,0.33,6.25,4.04,3
0.0,5.94,9.92,9.93,0.04,5
0.05,2.56,2.76,2.58,1.22,6
2.05,1.37,0.11,3.22,3.56,4
1.93,3.66,0.52,7.14,4.37,4
3.9,0.92,0.43,4.89,4.93,3
7.7,0.35,0.49,9.05,9.0,3
0.0,9.47,4.83,7.12,0.03,5
2.44,1.76,0.94,1.1,9.25,4
0.0,2.47,6.89,4.47,0.13,5
0.06,3.24,1.9,4.34,6.59,7
1.89,6.04,0.2,2.82,2.81,4
0.0,7.74,2.07,8.69,0.08,5
0.0,2.01,0.08,8.96,0.04,2
0.0,2.43,5.85,3.52,0.62,5
0.0,8.08,5.85,5.97,0.92,5
0.1,4.36,4.06,1.23,4.48,7
7.65,10.36,1.93,2.62,1.31,1
0.11,9.76,3.04,4.86,8.98,7
8.99,2.38,6.78,2.57,2.41,1
0.06,3.64,3.72,8.09,6.39,7
0.0,2.44,5.88,1.49,9.25,7
0.0,1.76,6.5,5.48,0.56,5
0.08,4.51,6.85,6.2,7.38,7
1.06,0.73,0.33,1.49,6.61,3
8.69,7.22,2.26,9.43,1.93,1
0.17,5.27,6.45,6.23,6.16,7
0.03,6.48,7.09,4.88,3.91,6
0.0,6.38,3.67,8.51,3.89,6
0.74,5.44,0.6,2.1,5.52,4
4.36,9.24,1.88,0.68,6.14,1
1.96,0.97,0.43,6.11,6.24,3
0.0,4.68,0.09,7.68,0.16,2
0.0,9.25,9.72,1.69,0.81,5
1.53,2.26,0.64,1.51,9.48,4
0.08,8.14,7.89,7.06,1.5,6
0.08,3.73,8.82,4.99,3.55,6
2.08,9.36,0.68,3.77,3.8,4
2.95,6.55,2.83,1.57,8.57,1
0.0,5.54,0.05,5.37,0.01,2
0.01,3.53,4.18,6.42,3.01,6
1.49,5.5,0.48,2.63,6.81,4
1.96,2.54,0.32,4.5,3.36,4
0.0,9.54,0.08,6.41,0.04,2
4.67,0.31,0.38,3.01,7.86,3
0.0,4.65,5.16,5.03,0.97,5
0.93,9.84,0.19,8.03,5.14,4
0.0,5.21,3.81,1.96,0.92,5
0.0,4.82,0.04,4.69,0.12,2
3.61,0.28,0.22,1.08,2.03,3
3.97,1.81,5.96,4.52,9.96,1
0.0,1.67,6.32,9.48,0.32,5
0.0,6.41,3.29,1.92,0.07,5
0.0,3.58,1.56,1.18,0.43,5
0.77,9.33,0.66,4.47,2.38,4
1.54,1.86,0.11,3.07,2.99,4
0.04,2.35,2.19,7.97,8.75,7
1.57,3.47,0.99,1.91,7.77,4
0.58,4.03,10.18,5.39,7.96,1
1.34,2.47,0.51,2.55,7.12,4
7.21,10.53,8.27,9.13,3.45,1
0.0,1.59,4.32,1.77,0.91,5
0.02,9.59,4.31,9.85,4.08,7
2.09,9.87,0.7,1.74,7.62,4
5.96,0.35,0.2,3.71,7.68,3
0.0,2.83,0.01,9.21,0.15,2
0.01,5.28,7.55,8.38,6.96,7
0.06,8.98,8.42,6.43,8.52,7
7.11,0.37,0.23,4.87,6.06,3
0.05,5.08,8.19,3.55,2.51,6
10.37,4.83,8.02,8.85,8.02,1
0.04,5.9,3.95,4.49,1.19,6
0.02,7.37,1.47,5.29,4.45,7
0.03,1.09,3.91,7.43,9.95,7
0.0,4.15,0.04,5.08,0.01,2
0.06,4.59,9.78,8.59,1.6,6
0.0,8.61,4.24,8.02,0.32,5
6.51,0.59,0.42,8.0,8.97,3
1.05,3.62,0.61,1.35,5.26,4
1.7,0.66,0.3,1.42,2.77,3
2.81,0.4,0.29,6.77,9.6,3
8.69,3.86,6.51,9.21,0.12,1
2.77,0.98,0.42,5.24,5.81,3
1.26,5.15,0.58,8.43,6.47,4
0.0,7.7,0.01,9.62,0.17,2
1.33,9.38,0.63,2.85,9.17,4
1.32,0.33,0.33,9.22,2.43,3
0.17,2.1,5.19,3.83,9.8,7
5.4,0.26,0.34,5.36,3.06,3
0.04,3.57,7.31,2.68,1.39,6
1.12,6.27,0.68,5.63,5.91,4
0.01,8.54,2.44,7.54,1.82,6
0.05,3.59,6.88,8.78,3.3,6
2.0,3.11,0.57,3.25,5.49,4
0.0,8.06,1.18,7.15,0.73,5
0.06,1.26,4.89,2.14,3.26,6
0.0,8.82,6.05,5.54,0.12,5
7.95,0.27,0.35,1.16,4.09,3
0.0,7.26,0.09,2.86,0.12,2
4.3,0.26,7.54,4.96,4.81,1
0.0,4.76,0.07,9.45,0.04,2
0.13,3.94,2.64,7.72,6.08,7
0.08,8.84,8.12,8.02,2.66,6
1.58,8.28,0.6,5.73,3.94,4
8.47,5.29,1.97,9.42,2.88,1
0.0,9.72,5.46,5.62,0.5,5
1.77,3.08,0.48,8.77,6.3,4
2.44,1.93,0.13,3.4,2.7,4
0.0,3.63,3.04,3.25,0.54,5
2.35,5.73,3.14,1.71,1.88,1
0.63,8.66,0.53,6.48,9.98,4
0.68,5.95,6.29,4.32,9.15,1
0.04,2.16,8.22,6.47,7.99,7
7.71,1.12,7.15,2.06,4.65,1
0.14,3.0,5.52,8.26,7.63,7
0.94,6.91,0.37,4.42,5.9,4
7.29,10.56,1.47,7.06,7.77,1
0.19,8.99,2.19,3.09,6.95,7
6.9,0.85,0.32,1.19,6.59,3
0.09,8.2,5.88,4.5,3.64,6
0.13,8.57,6.49,1.36,6.27,7
5.01,0.78,0.19,5.01,8.26,3
0.02,4.3,5.68,9.78,6.17,7
1.4,9.85,10.33,1.42,5.27,1
0.0,8.22,9.52,9.02,0.21,5
0.0,9.45,0.03,9.08,0.14,2
0.0,5.87,4.41,5.26,0.23,5
0.0,4.76,0.07,1.98,0.07,2
0.0,5.71,0.02,5.64,0.05,2
0.06,1.51,8.11,9.65,2.22,6
5.38,8.2,3.01,9.53,0.35,1
0.0,6.36,4.93,3.29,0.9,5
0.1,1.61,2.15,8.06,8.01,7
0.13,2.97,1.48,6.42,6.38,7
0.06,7.13,1.24,3.54,3.73,6
0.16,1.7,6.74,4.03,5.96,7
0.18,9.39,2.31,3.37,5.54,7
0.17,7.09,2.21,1.68,4.02,7
6.74,0.05,6.28,7.01,1.52,1
1.94,8.08,0.11,1.56,3.11,4
2.23,6.32,0.26,8.3,5.22,4
1.47,8.21,0.74,5.04,9.49,4
0.01,2.07,9.4,9.95,2.01,6
0.0,1.31,0.08,1.5,0.18,2
0.04,1.01,9.52,5.48,2.92,6
2.84,0.16,0.19,6.07,6.91,3
0.0,9.61,0.08,7.51,0.08,2
0.75,7.22,0.92,3.14,8.01,4
0.03,2.95,1.8,3.04,8.37,7
0.0,8.76,0.07,5.54,0.11,2
0.96,4.28,0.21,1.77,6.61,4
0.0,5.07,7.82,5.17,0.89,5
1.55,0.11,0.22,2.25,4.17,3
0.03,5.66,8.34,4.36,7.08,7
2.88,0.93,0.41,2.98,5.68,3
2.48,1.13,0.72,7.63,3.01,4
0.07,3.12,3.91,4.99,2.84,6
5.29,0.58,0.13,3.81,6.92,3
5.29,0.65,0.16,6.94,3.25,3
0.0,6.97,5.69,5.99,0.41,5
0.0,7.04,3.54,3.49,0.06,5
0.0,9.3,0.01,5.73,0.01,2
0.0,2.98,2.91,5.19,0.13,5
0.0,3.94,0.04,8.66,0.03,2
0.02,6.28,9.91,6.48,2.94,6
1.84,0.89,0.3,3.12,2.14,3
4.43,10.39,4.84,6.59,4.87,1
0.0,9.31,0.01,2.31,0.1,2
0.06,8.72,1.75,8.01,1.18,6
0.02,3.0,8.14,7.08,1.35,6
7.05,0.94,0.13,2.04,6.1,3
6.56,0.1,0.41,6.62,6.29,3
2.5,6.32,0.64,4.39,5.22,4
0.0,6.32,0.03,5.49,0.03,2
2.08,1.34,0.86,3.77,7.15,4
0.77,9.72,0.24,1.77,10.77,1
0.0,7.93,2.1,9.2,0.15,5
8.72,0.15,0.2,3.31,4.9,3
5.66,7.3,3.91,9.5,7.01,1
0.98,9.32,9.99,10.06,5.0,1
0.05,7.52,5.9,8.53,2.67,6
2.5,0.69,0.2,9.01,8.52,3
0.0,6.37,8.26,6.23,0.2,5
9.55,9.86,3.03,10.57,3.65,1
4.75,0.14,0.13,1.92,2.01,3
0.0,9.97,9.91,2.41,0.04,5
0.0,2.42,2.45,5.91,0.55,5
8.85,3.55,2.93,0.44,4.65,1
0.0,8.79,9.11,5.55,0.48,5
9.51,0.85,0.25,6.17,2.9,3
0.03,9.63,3.62,5.44,8.07,7
2.22,0.95,0.42,6.69,6.74,3
0.07,8.65,5.63,3.8,6.57,7
0.0,8.52,0.09,7.59,0.18,2
0.0,7.7,6.21,9.71,0.96,5
8.35,0.29,5.06,8.4,4.67,1
5.69,0.46,0.12,8.2,2.0,3
0.12,3.38,2.83,1.09,5.1,7
1.94,5.98,0.24,6.67,7.15,4
1.28,5.9,0.49,3.18,4.18,4
0.0,1.17,0.04,3.23,0.04,2
0.0,7.95,7.4,4.72,0.09,5
1.3,1.65,0.46,7.84,2.65,4
1.68,0.24,0.29,8.96,7.63,3
0.0,2.53,0.02,6.09,0.03,2
9.66,0.18,0.44,1.04,3.73,3
3.16,0.58,0.32,7.21,8.53,3
0.08,1.13,2.55,5.4,2.37,6
0.64,9.19,0.28,7.42,8.82,4
0.0,1.52,0.06,6.52,0.01,2
0.04,6.95,6.42,2.6,5.15,7
0.0,2.08,6.66,1.48,0.61,5
7.1,0.29,0.39,7.82,1.62,3
0.0,2.86,7.25,8.13,0.67,5
0.08,8.78,5.27,2.77,3.47,6
0.06,1.85,2.64,4.97,2.23,6
0.0,7.86,0.07,6.88,0.03,2
0.09,2.02,7.56,9.28,1.89,6
1.39,10.42,0.29,6.23,2.85,1
0.0,9.59,5.23,7.86,0.56,5
0.0,7.11,4.69,5.56,0.65,5
5.97,0.51,0.39,2.61,2.05,3
0.0,4.31,7.96,8.66,0.59,5
