C2H2,C2H4,CH4,H2,C2H6
0.0,7.23,0.03,6.2,0.14
0.19,8.99,2.19,3.09,6.95
0.01,3.47,2.72,8.95,3.43
0.0,4.19,0.09,1.7,0.08
0.08,6.89,4.91,9.26,3.76
2.19,4.16,0.57,3.12,10.27
0.71,8.78,0.79,3.27,4.91
0.03,7.46,7.64,3.66,1.13
6.69,0.11,0.29,9.78,8.73
0.0,4.62,3.79,6.6,0.28
0.01,5.13,8.9,7.07,2.87
0.09,5.43,5.41,1.5,1.11
0.0,5.93,0.08,6.99,0.12
1.68,5.72,0.61,2.7,2.32
8.24,0.15,0.16,1.32,6.87
0.0,1.29,0.04,3.61,0.06
2.54,4.32,10.5,9.56,1.49
0.0,6.42,0.02,2.99,0.11
0.09,7.63,9.0,8.72,3.77
0.0,9.88,4.2,4.54,0.51
0.02,1.26,5.27,4.32,8.92
0.0,1.92,0.02,5.28,0.05
0.0,7.79,7.52,5.48,0.08
5.63,0.75,0.39,3.97,5.21
0.0,9.01,0.03,8.59,0.17
0.04,4.44,4.29,9.63,1.97
1.66,0.59,0.4,3.48,6.68
0.07,3.27,7.54,6.13,2.11
0.14,7.97,3.96,6.81,5.75
0.04,9.28,7.96,8.99,1.75
1.88,5.72,0.49,9.03,4.74
0.07,8.89,2.02,8.37,1.26
0.15,2.1,3.14,3.05,6.88
5.65,1.6,6.61,4.95,3.27
1.08,0.61,0.21,1.24,3.75
2.43,0.28,0.17,1.8,2.32
0.0,8.75,0.06,2.01,0.19
5.75,0.72,0.19,6.99,1.96
0.05,9.26,1.18,1.36,2.42
0.0,1.26,0.02,2.88,0.15
0.0,7.76,0.06,7.76,0.17
2.78,0.31,0.11,9.35,8.37
1.01,6.98,0.7,9.36,7.88
9.29,3.65,1.57,1.24,4.87
2.14,9.06,0.47,1.47,8.25
1.78,4.49,0.63,8.59,2.95
0.0,5.61,0.03,7.61,0.12
0.07,2.37,3.86,1.57,8.57
0.02,3.54,4.5,6.41,2.35
0.0,3.22,0.04,9.23,0.08
1.57,9.23,0.94,8.56,6.54
0.0,7.87,0.03,1.78,0.09
5.78,8.27,3.17,10.4,2.86
0.17,7.71,6.38,6.3,7.69
1.54,5.0,0.65,5.5,3.15
2.48,5.86,0.21,7.1,9.29
0.0,5.81,7.66,4.87,0.89
0.0,3.8,0.07,7.28,0.02
1.12,1.41,0.83,1.71,9.29
0.18,8.01,7.52,5.22,4.16
2.23,5.91,0.52,5.22,2.8
1.51,7.27,0.31,9.2,9.5
0.0,2.49,8.01,9.95,0.75
0.0,1.96,1.26,7.47,0.31
9.16,0.91,1.47,9.29,6.31
6.87,0.29,0.25,9.55,7.64
1.46,3.92,0.36,4.93,9.57
0.0,8.68,4.19,3.22,0.7
4.04,9.77,3.15,6.09,3.56
0.0,1.8,0.05,9.72,0.06
0.06,6.6,4.12,9.5,2.06
0.05,7.24,2.05,7.34,1.65
6.32,2.6,7.38,5.21,10.29
2.42,5.32,0.35,6.23,5.87
7.42,1.29,5.07,6.59,8.39
0.73,2.67,0.46,4.46,3.39
1.36,8.03,0.84,9.82,4.42
0.0,5.38,0.06,6.98,0.09
0.0,2.96,4.75,1.29,0.74
0.06,6.7,2.63,2.33,1.41
0.06,1.19,1.12,4.1,1.27
1.88,4.94,0.62,4.41,9.91
0.0,5.09,5.59,1.8,0.53
0.0,3.69,5.74,4.09,0.1
5.35,7.48,8.31,5.24,4.48
6.56,0.98,0.24,4.96,4.18
0.07,9.22,1.53,7.27,2.97
0.07,8.14,4.44,9.63,1.11
0.09,6.74,5.48,9.01,3.35
0.0,1.37,0.08,4.28,0.15
0.0,6.31,7.02,3.99,0.8
0.02,2.94,3.28,6.13,7.91
0.0,9.11,3.81,6.12,0.83
0.03,7.34,8.75,1.25,6.66
3.63,9.95,5.7,0.51,0.93
0.15,1.31,9.38,5.12,7.43
0.0,4.66,0.07,3.47,0.17
0.05,4.33,7.45,6.63,2.89
5.66,5.73,9.77,2.03,7.87
0.0,5.25,3.29,9.27,0.16
0.0,1.11,9.01,6.37,0.43
6.78,9.39,10.51,1.0,6.91
0.02,5.54,2.57,2.96,1.3
2.3,3.82,0.2,4.42,7.49
0.0,3.04,0.03,6.36,0.17
0.0,9.83,0.03,6.62,0.17
0.41,1.95,1.66,3.94,5.57
5.49,0.18,0.2,1.74,9.25
0.0,9.93,0.05,6.43,0.13
0.0,2.38,0.01,3.21,0.13
4.93,0.73,0.33,4.44,6.67
0.0,2.42,2.45,5.91,0.55
0.07,2.74,9.52,2.3,3.28
0.02,3.27,1.32,7.3,9.2
0.7,5.01,0.17,7.18,9.53
0.0,9.73,0.05,2.85,0.01
0.0,1.41,0.03,8.78,0.08
0.15,6.85,6.54,3.53,9.46
2.15,3.2,0.52,1.54,3.6
1.19,0.35,0.47,4.37,4.61
1.2,0.86,0.3,2.46,1.29
0.0,8.79,9.11,5.55,0.48
0.0,4.22,0.08,5.44,0.15
8.74,10.22,1.13,3.79,5.31
2.11,10.84,10.41,2.88,4.47
2.44,6.56,0.59,5.3,5.69
0.0,4.34,0.06,8.03,0.18
0.0,2.48,2.16,2.48,1.55
1.72,2.58,0.52,4.06,4.53
8.38,6.01,8.88,7.37,3.05
1.6,0.36,0.37,6.7,5.06
0.01,6.8,6.26,8.46,4.25
3.11,9.74,8.1,1.49,0.19
0.0,1.74,3.66,2.02,0.25
0.0,5.44,8.05,8.69,0.71
4.59,0.5,0.25,1.48,7.07
0.04,9.4,5.09,7.04,1.2
3.8,0.86,0.3,2.69,3.35
2.43,0.4,7.74,3.08,7.7
0.0,1.15,5.32,6.28,2.03
0.07,8.91,3.41,8.76,1.59
0.16,9.87,1.88,9.86,4.12
0.01,4.22,5.31,5.54,2.3
0.02,2.9,1.94,4.45,1.93
0.05,6.85,1.41,9.25,9.9
0.01,8.54,2.44,7.54,1.82
9.79,0.62,0.28,8.47,6.9
4.82,2.91,6.57,4.9,9.04
8.3,0.7,0.13,2.11,9.35
0.08,6.66,3.98,3.1,6.25
0.06,5.83,8.3,7.33,2.65
0.08,7.26,7.75,8.25,3.9
0.0,7.23,9.79,3.01,0.57
9.0,0.15,0.31,6.34,2.85
0.0,2.0,0.05,6.27,0.17
0.0,2.58,8.43,6.49,0.59
0.0,6.36,5.7,3.64,0.0
0.15,8.34,5.03,4.6,9.81
0.0,2.06,0.03,6.94,0.12
4.23,0.89,0.23,6.81,5.02
0.0,2.07,0.07,8.76,0.05
0.0,3.85,0.01,1.34,0.15
0.18,8.19,9.83,9.66,8.25
0.01,5.32,6.72,4.09,8.75
2.41,2.03,0.62,7.15,3.27
0.0,9.69,0.07,3.36,0.06
5.21,0.34,0.11,6.57,1.26
0.0,9.88,9.62,4.8,0.82
1.58,0.49,0.37,4.71,4.35
1.71,9.63,7.71,0.67,9.94
2.18,2.23,0.87,1.1,6.21
3.62,0.67,9.57,7.22,9.07
0.07,4.72,5.06,4.64,2.34
4.9,4.87,10.37,8.4,4.44
0.0,1.21,5.95,3.33,0.74
0.02,2.5,9.39,2.31,9.41
0.0,1.14,7.55,1.84,0.5
0.0,1.15,0.04,9.55,0.1
0.0,1.7,0.07,3.98,0.05
1.87,4.94,0.45,5.89,6.89
0.06,6.96,7.33,4.0,9.24
0.0,8.14,8.97,2.49,0.36
1.78,1.84,0.98,8.11,8.01
0.11,8.18,9.21,7.18,5.01
0.0,9.82,5.93,2.36,0.21
0.17,6.2,5.73,4.26,4.31
0.0,9.66,6.51,2.1,0.64
0.03,6.78,9.49,8.32,1.16
0.0,1.97,9.99,5.51,0.15
0.07,7.04,6.1,7.61,8.34
0.0,7.24,0.08,7.29,0.06
0.58,8.8,8.52,2.7,5.18
0.03,6.11,2.2,4.9,9.35
1.79,8.93,3.83,1.73,8.86
2.39,6.01,0.53,6.82,9.04
0.0,1.81,9.31,5.83,0.63
0.0,5.41,4.8,9.82,0.57
0.0,2.41,9.99,9.08,0.48
0.68,5.58,0.23,4.77,4.87
0.04,5.07,4.09,6.03,1.13
0.0,7.7,7.02,4.61,0.68
0.0,1.44,0.08,8.26,0.06
0.07,9.02,7.81,8.9,7.08
5.37,5.13,7.98,10.75,9.13
9.7,10.15,3.23,9.89,5.07
0.01,7.73,1.16,2.34,1.09
0.0,1.16,4.72,5.76,1.47
0.04,2.44,6.47,9.8,1.93
6.43,3.36,7.77,4.65,7.39
5.71,7.06,10.52,8.76,9.03
0.05,3.26,6.63,6.35,2.74
1.17,7.71,0.42,4.9,4.58
8.71,0.48,0.25,5.89,9.96
1.36,9.92,0.59,4.77,4.34
1.49,5.5,0.48,2.63,6.81
0.08,4.64,5.4,1.37,2.08
8.68,0.15,0.31,7.11,2.37
6.87,4.71,6.35,3.71,8.2
0.06,7.14,5.68,2.61,2.55
0.0,3.88,8.6,8.96,0.52
5.86,0.64,0.5,7.5,4.46
2.86,0.28,0.19,5.29,7.9
0.0,4.55,0.07,4.51,0.01
1.84,4.77,1.0,7.42,7.0
2.11,0.32,0.14,5.34,9.29
0.16,6.42,4.65,5.43,9.44
1.78,7.99,0.48,9.6,5.07
0.0,1.13,0.07,5.04,0.02
0.0,5.03,0.01,3.01,0.06
3.75,9.85,7.65,8.28,4.63
2.38,8.51,0.78,4.21,9.09
0.17,4.76,2.94,1.87,5.13
0.0,4.28,4.11,3.23,0.05
6.43,9.0,8.66,4.98,8.75
5.8,0.75,0.25,8.87,1.49
0.0,2.42,5.15,2.97,0.29
0.0,7.51,0.06,5.72,0.09
9.6,0.88,0.43,9.26,6.59
2.17,4.62,0.85,8.82,4.55
0.0,8.99,2.31,1.06,0.05
0.04,3.39,4.37,6.79,2.95
2.47,2.86,0.16,1.54,7.06
2.55,0.37,0.32,1.32,5.06
0.0,1.83,1.36,4.54,0.61
0.0,6.28,0.08,2.48,0.01
4.43,8.57,4.94,9.33,10.47
6.97,0.64,0.4,8.17,9.06
0.12,4.74,9.22,3.02,5.03
2.15,7.29,0.53,2.27,5.92
1.49,1.41,0.8,5.94,3.82
0.0,7.79,0.04,7.01,0.18
0.66,2.66,0.9,9.91,2.27
2.64,4.54,4.32,0.8,5.97
4.3,0.26,7.54,4.96,4.81
0.17,4.67,6.14,6.39,6.05
2.39,2.17,1.45,1.65,8.31
9.39,0.5,0.19,3.09,4.22
2.23,6.32,0.26,8.3,5.22
0.0,4.27,8.59,9.13,0.56
0.0,8.2,0.07,3.47,0.15
0.0,1.57,0.07,3.22,0.15
5.4,0.87,0.57,1.55,7.72
0.51,9.99,0.21,1.61,4.31
0.0,5.34,5.55,4.2,0.8
2.22,5.9,0.2,1.63,2.98
2.22,6.76,8.09,7.96,8.67
0.0,5.74,0.05,5.16,0.01
0.0,3.61,0.04,6.39,0.13
0.06,3.69,5.73,9.8,3.93
0.04,3.37,9.18,6.66,8.65
0.0,6.24,0.04,8.79,0.08
0.72,6.65,0.87,6.96,9.02
0.13,1.1,8.98,2.93,5.74
0.0,4.38,5.72,9.05,0.77
0.05,2.96,6.07,5.84,3.94
0.0,2.17,4.06,4.93,0.76
0.0,3.85,8.77,5.81,0.42
0.0,6.55,0.08,2.56,0.03
0.01,9.2,3.77,5.57,3.53
0.0,9.26,0.01,6.66,0.02
0.0,5.97,0.05,8.36,0.08
0.0,4.82,0.05,3.25,0.09
1.75,4.7,6.79,0.45,4.38
1.68,9.0,0.34,7.84,7.75
0.04,5.19,9.13,8.29,3.39
0.09,7.3,3.31,5.73,2.88
0.16,2.21,2.14,1.65,7.84
8.23,6.92,6.88,1.56,6.01
10.27,3.71,3.8,9.26,4.0
1.79,1.07,0.94,5.11,5.87
1.3,4.19,3.35,1.37,5.01
0.0,5.24,4.92,4.76,0.52
1.68,1.94,0.66,7.83,9.06
3.09,8.94,0.09,7.8,9.21
3.09,0.75,0.29,3.54,3.83
0.01,7.14,3.79,8.5,1.67
7.2,6.27,0.88,7.47,4.58
0.0,1.95,0.08,7.21,0.05
0.0,6.1,0.06,5.06,0.14
0.0,4.2,1.03,4.79,0.69
0.04,7.74,1.93,8.37,3.4
3.3,0.21,0.25,7.4,5.3
0.7,9.19,0.36,2.75,2.4
0.0,1.34,0.04,8.25,0.16
0.0,4.05,0.08,3.28,0.16
0.17,1.44,5.79,8.15,9.94
3.74,0.41,0.41,9.07,1.83
0.17,5.05,3.39,8.02,8.07
0.03,5.52,5.36,5.07,1.04
2.02,7.99,0.79,9.39,6.05
0.0,7.05,0.03,7.63,0.06
6.11,0.66,0.18,4.72,3.16
0.08,8.78,5.27,2.77,3.47
6.56,1.32,7.67,0.69,9.52
5.52,0.86,0.4,6.26,8.74
0.04,3.91,9.27,2.25,1.01
0.0,4.58,3.31,5.0,0.38
6.58,0.21,0.21,3.16,7.79
3.1,0.53,0.36,2.41,7.25
5.29,5.93,6.72,1.81,4.41
3.53,9.66,8.89,6.91,5.82
5.66,7.3,3.91,9.5,7.01
0.0,1.73,4.84,3.13,0.93
1.26,5.15,0.58,8.43,6.47
0.03,5.58,4.93,4.62,6.57
0.04,2.35,2.19,7.97,8.75
0.01,7.07,8.62,7.54,5.41
0.05,9.3,2.67,8.94,2.22
1.55,3.35,0.62,9.09,7.33
1.02,2.46,0.44,8.51,4.49
0.0,8.46,0.07,7.02,0.05
0.0,2.18,3.98,8.78,0.28
0.0,3.02,6.52,7.9,0.54
0.0,8.16,8.26,1.62,0.24
0.07,6.33,1.93,7.68,1.74
0.0,4.48,2.9,8.9,0.22
9.62,0.31,0.3,8.25,2.48
0.01,9.26,9.66,9.68,1.1
0.09,7.55,2.53,3.22,3.06
7.65,5.34,4.45,1.15,4.81
6.04,5.9,0.66,2.32,3.21
0.04,9.44,8.87,4.32,5.65
0.1,9.08,2.73,6.05,9.46
0.0,6.2,4.16,1.01,0.82
1.89,7.82,0.6,4.03,3.64
0.03,3.75,8.14,9.64,2.95
0.0,4.59,0.02,6.5,0.12
0.0,1.5,0.06,2.4,0.06
0.0,8.47,5.88,4.77,0.88
3.08,0.49,0.48,8.73,1.26
0.99,4.78,0.38,1.83,6.03
0.0,3.09,9.52,7.62,0.36
0.0,6.72,0.07,2.63,0.09
1.86,9.36,0.97,1.17,3.98
5.06,0.56,0.24,1.81,3.32
0.06,1.66,8.61,7.77,5.77
0.0,4.89,0.06,3.43,0.06
1.26,7.81,0.81,5.95,9.84
0.13,1.31,5.88,3.32,7.08
4.17,9.36,3.93,10.6,10.69
4.77,7.46,4.89,4.29,2.47
1.1,6.35,0.23,1.61,2.56
0.03,4.79,1.14,1.09,4.85
7.49,4.78,1.03,9.82,10.69
7.26,3.75,6.41,9.23,9.28
7.98,5.74,7.64,5.97,5.75
5.88,0.77,0.18,2.78,4.83
5.99,8.33,2.49,7.25,1.05
0.01,9.5,9.66,8.99,2.07
0.07,2.1,5.8,6.64,6.61
5.21,0.49,0.39,8.37,1.12
0.16,7.5,5.02,5.31,5.47
4.56,0.45,0.38,6.71,8.34
0.0,5.53,0.01,3.61,0.17
0.19,2.92,2.49,3.55,5.44
0.0,8.3,3.46,5.89,2.54
0.06,5.72,8.22,6.41,2.75
0.0,8.58,0.02,6.55,0.13
0.07,9.88,5.16,2.87,1.63
0.08,5.82,6.82,5.37,1.36
0.05,7.6,7.94,7.69,3.67
1.35,10.15,8.42,2.35,0.86
0.04,6.58,1.11,4.91,3.7
0.0,6.42,0.07,3.07,0.11
0.0,3.74,8.44,6.54,0.53
0.75,7.22,0.92,3.14,8.01
4.11,1.22,4.79,3.3,2.86
0.06,2.1,7.47,1.56,1.72
0.04,3.82,7.22,4.15,2.27
4.82,0.45,9.24,3.14,7.77
0.06,1.34,4.57,1.16,3.38
8.7,0.61,0.3,2.47,3.02
0.17,2.08,7.78,3.39,7.64
0.76,9.84,0.25,3.55,7.36
2.46,7.83,0.78,8.98,3.9
1.43,0.23,0.37,7.26,9.33
0.0,1.59,4.32,1.77,0.91
0.0,2.57,0.02,1.74,0.06
9.69,9.98,1.06,6.46,7.14
0.0,1.11,8.62,5.44,0.93
2.41,8.69,0.47,7.34,9.57
0.0,7.97,0.07,2.13,0.17
0.0,8.53,0.02,2.31,0.13
0.0,1.96,0.05,5.45,0.17
0.0,2.47,6.89,4.47,0.13
0.08,6.98,3.57,9.81,1.21
1.82,9.35,0.63,9.7,2.47
1.83,6.53,1.48,5.46,9.68
0.02,8.77,8.3,5.16,1.08
0.08,5.94,8.77,3.47,1.91
6.5,0.17,0.29,3.76,3.19
0.05,7.02,7.03,9.79,3.73
1.72,0.21,0.47,5.71,5.97
0.02,7.28,1.17,8.43,3.4
0.0,9.87,0.03,4.88,0.02
2.16,4.33,0.58,2.7,5.33
0.0,9.36,3.95,5.42,0.57
0.0,5.68,0.05,2.74,0.13
6.06,0.39,0.49,5.42,7.28
3.97,1.81,5.96,4.52,9.96
0.07,2.16,4.43,8.91,8.87
2.45,0.51,0.23,1.75,2.24
8.6,2.25,7.71,8.36,4.48
1.16,8.64,3.54,7.57,0.42
0.15,4.44,9.04,9.23,9.42
10.1,4.1,3.37,5.72,8.45
0.0,7.61,3.27,9.64,0.04
1.24,6.2,0.62,6.0,7.26
2.2,9.56,0.53,3.15,2.15
0.16,1.72,3.64,1.98,9.36
0.06,1.09,2.98,2.08,6.94
1.28,9.94,0.49,2.62,9.47
0.0,5.56,7.63,1.79,0.6
1.69,0.88,0.3,5.37,8.36
0.0,8.76,0.07,5.54,0.11
0.0,6.93,6.53,6.4,0.11
0.15,4.02,7.02,7.2,9.3
0.03,3.69,4.66,4.76,2.56
7.71,0.99,0.25,3.09,9.26
0.0,7.56,0.06,5.88,0.03
1.86,10.26,1.73,10.74,7.68
0.0,9.54,1.06,7.53,0.1
0.0,5.69,6.93,2.17,0.12
5.28,0.7,0.32,2.08,6.87
1.72,9.02,0.66,2.71,2.07
0.12,4.5,3.33,4.24,5.5
1.66,2.37,0.57,1.48,9.35
0.13,5.65,9.58,2.85,4.66
0.0,2.84,0.02,9.9,0.04
8.08,0.66,0.31,1.31,9.11
0.04,5.85,7.57,8.94,1.39
0.07,5.64,1.52,9.85,7.1
0.0,4.76,0.02,3.11,0.12
1.5,4.67,9.23,8.99,2.79
0.0,8.09,0.07,9.04,0.07
0.18,6.94,5.58,8.71,8.04
0.0,8.68,0.03,9.82,0.11
0.18,8.51,3.06,7.81,9.22
0.0,1.65,3.12,2.35,0.32
0.0,5.71,0.02,5.64,0.05
0.0,4.97,8.4,8.08,0.49
8.5,0.44,0.19,2.24,2.87
8.77,5.31,3.63,3.02,2.85
1.65,0.81,0.13,1.12,5.84
0.06,8.8,2.07,2.86,9.52
0.07,2.84,5.85,8.43,1.56
2.42,9.04,1.51,2.04,2.61
9.79,8.7,2.8,6.17,6.55
0.02,9.52,1.59,9.98,1.78
0.0,4.69,0.06,5.37,0.0
0.02,2.55,3.16,7.19,2.38
0.0,7.18,0.04,9.99,0.05
0.0,1.53,0.06,2.83,0.04
0.05,7.28,4.5,9.82,1.07
0.0,5.73,2.81,6.96,0.58
0.01,2.98,1.88,7.02,8.34
0.0,4.16,0.01,2.1,0.03
0.05,5.27,8.57,5.77,4.82
0.0,7.34,0.06,2.08,0.14
0.04,3.42,1.36,3.73,7.28
1.36,7.72,0.3,4.8,7.25
0.09,4.72,8.63,7.99,2.61
0.95,7.53,8.64,9.13,1.88
2.37,0.22,0.17,9.18,9.94
0.1,6.88,4.23,5.24,8.23
9.49,0.63,0.14,9.4,7.23
0.03,5.38,9.97,4.08,1.33
2.49,5.01,0.56,2.5,2.48
8.75,5.89,6.25,6.93,1.0
0.0,1.77,6.3,8.58,0.94
7.52,0.19,0.22,9.72,9.47
0.0,2.8,1.73,1.97,0.86
2.2,3.71,0.26,1.54,6.97
0.01,7.36,1.06,1.71,2.44
0.0,8.56,0.06,4.9,0.15
3.38,4.57,1.9,7.86,5.38
0.0,1.83,5.92,9.21,0.95
4.76,0.14,0.38,3.96,4.87
0.0,3.72,0.08,9.84,0.12
0.0,4.19,3.84,2.37,0.12
0.01,5.28,7.55,8.38,6.96
2.4,0.71,0.42,9.67,5.51
2.34,7.64,0.43,4.91,5.89
0.0,5.72,0.0,2.78,0.04
0.0,3.61,0.02,6.63,0.05
0.09,2.72,8.66,6.15,3.46
0.0,9.82,0.01,5.93,0.13
4.81,0.25,0.14,8.77,7.89
1.98,5.49,0.3,5.92,3.98
0.0,3.39,2.72,9.25,0.52
0.0,8.4,7.47,5.16,0.4
0.02,6.83,2.6,7.44,8.85
6.83,1.69,6.5,7.61,6.47
4.33,0.71,0.18,1.97,2.54
7.39,7.68,10.32,8.65,6.03
0.08,8.84,8.12,8.02,2.66
8.93,0.61,0.23,9.6,9.29
7.56,3.18,9.82,10.18,4.13
0.01,6.16,6.1,5.8,2.2
1.49,0.65,0.33,6.55,1.91
0.13,2.13,2.69,1.13,9.66
0.03,2.95,1.8,3.04,8.37
3.61,7.74,8.48,1.48,10.06
0.01,6.57,5.05,3.82,3.13
1.76,0.77,0.19,1.88,2.13
0.91,4.31,0.22,9.6,2.47
2.14,3.08,0.68,3.79,9.06
0.0,3.73,6.48,5.35,0.86
0.0,3.79,0.08,3.27,0.05
7.73,10.29,7.48,8.96,3.32
0.12,4.85,4.76,5.22,7.41
0.11,4.57,1.1,2.35,9.58
2.04,6.91,0.46,4.52,7.25
2.32,7.27,0.48,1.93,9.86
0.19,5.51,2.19,8.62,7.05
0.04,2.36,5.96,6.95,9.39
8.35,0.95,0.11,2.23,3.79
1.28,6.05,0.24,3.94,3.21
0.03,1.42,3.15,1.19,2.71
0.0,9.38,7.17,5.82,0.56
0.79,2.09,0.2,4.23,2.15
0.07,2.38,8.46,8.38,1.3
0.16,3.41,5.88,7.82,8.8
0.0,8.96,0.09,5.12,0.12
1.84,1.69,0.48,6.59,4.21
2.06,3.49,0.43,4.71,7.07
0.06,9.85,7.64,6.42,3.68
0.09,8.46,5.7,5.27,2.91
9.32,0.73,0.32,3.56,3.68
0.79,1.73,9.73,5.42,1.67
0.07,1.66,7.3,5.74,4.58
7.64,0.34,0.15,2.33,9.84
0.09,8.34,1.03,6.69,8.02
0.05,4.89,3.98,9.05,1.44
0.18,2.46,3.76,4.64,7.4
0.63,4.49,0.53,8.44,7.13
2.96,0.51,0.35,4.15,7.78
0.04,1.17,5.45,3.95,1.88
0.03,4.17,7.45,8.71,1.75
2.97,0.3,0.33,6.25,4.04
1.96,2.54,0.32,4.5,3.36
0.0,3.99,7.55,5.31,0.84
8.09,0.26,0.38,9.05,8.31
2.49,7.87,0.61,4.35,9.53
0.0,8.36,0.03,6.54,0.13
9.78,0.76,0.18,1.92,8.64
1.68,9.7,0.63,4.48,4.74
1.83,3.52,0.62,9.4,4.36
0.0,2.86,7.25,8.13,0.67
8.95,0.68,0.29,8.98,2.74
0.1,6.69,2.04,8.41,5.08
1.99,3.08,0.44,4.54,5.22
1.29,3.41,0.34,2.57,7.17
0.12,5.42,7.93,6.73,4.42
1.46,5.24,0.1,5.93,5.35
8.11,9.85,4.48,1.22,4.18
0.0,4.13,8.89,5.91,0.9
0.02,4.79,3.38,1.51,4.84
1.91,4.07,0.96,6.0,9.53
0.0,7.69,0.03,2.85,0.02
0.0,9.43,4.87,3.68,0.75
0.07,9.07,6.93,5.28,5.04
0.63,7.99,0.27,1.97,9.69
0.08,2.24,4.46,5.63,3.3
0.0,2.63,8.62,9.95,0.78
0.06,8.47,9.76,2.37,6.16
0.0,6.37,0.04,2.98,0.04
2.39,8.62,0.22,3.51,4.59
6.8,4.01,4.77,4.09,9.47
0.0,3.52,2.34,3.82,0.62
7.21,3.38,6.62,8.9,6.3
0.12,5.97,1.44,8.25,9.15
2.25,6.91,0.75,7.77,8.03
0.0,7.61,3.9,2.49,0.7
0.0,3.17,2.21,4.21,0.46
0.11,6.98,2.1,3.66,7.8
0.88,1.14,0.53,4.69,7.99
6.21,0.39,0.21,6.96,2.84
0.0,8.18,7.81,9.81,0.03
0.11,6.71,8.23,2.14,5.61
0.04,8.94,4.83,8.62,1.32
2.91,0.28,0.2,6.25,8.31
0.04,7.85,7.1,9.75,1.13
0.13,1.48,1.76,5.66,9.34
0.07,6.39,8.63,5.38,1.85
9.94,9.92,4.51,2.53,9.18
3.01,2.61,0.24,1.65,8.15
2.21,1.01,0.68,1.17,8.66
7.24,0.3,0.13,5.13,7.17
0.0,8.14,0.0,2.13,0.03
0.0,2.11,0.04,6.57,0.04
2.25,9.16,0.63,4.59,2.35
1.59,7.97,0.77,6.53,7.0
0.0,1.34,0.02,3.17,0.02
0.93,1.68,0.25,7.38,2.58
1.12,1.56,0.2,5.71,9.58
0.05,5.64,6.46,9.51,1.82
0.07,4.58,9.02,2.58,1.08
4.54,0.97,0.49,4.7,4.15
0.14,2.44,5.69,3.19,4.93
0.0,7.83,6.36,9.94,0.57
0.09,5.2,9.59,7.24,3.09
0.0,2.41,3.28,8.01,0.7
0.0,2.91,4.49,7.08,0.16
2.3,3.38,0.68,5.8,8.6
0.55,4.02,0.2,8.76,8.57
1.25,7.94,1.02,2.12,7.55
1.01,3.62,0.51,3.14,6.6
1.43,2.1,0.68,6.37,9.76
9.71,0.45,0.38,9.06,3.06
0.01,9.38,6.53,1.93,2.55
0.0,3.37,7.31,2.73,0.69
1.99,9.67,0.66,6.88,5.23
0.0,9.12,0.06,7.99,0.06
1.55,8.73,4.62,1.49,5.0
0.0,5.95,0.08,3.78,0.13
0.03,7.88,7.83,5.31,1.1
8.68,6.25,7.18,8.43,9.7
0.84,8.03,0.68,1.77,9.82
0.12,5.67,7.76,9.38,9.65
0.08,6.03,6.14,4.42,1.7
3.35,0.6,0.43,7.5,4.63
0.05,9.43,8.71,7.03,2.92
1.61,5.77,0.77,2.8,7.47
1.34,6.26,0.27,1.4,8.88
0.02,6.98,8.22,6.86,3.84
0.0,6.52,0.07,4.98,0.05
6.56,0.18,0.19,5.81,9.58
10.89,0.89,9.85,6.76,4.35
3.53,0.1,0.14,6.88,7.34
0.05,7.93,8.15,1.33,2.53
1.08,5.3,0.21,2.0,4.03
0.0,6.6,9.07,1.14,0.5
0.03,4.97,2.69,1.54,1.82
2.17,0.56,0.39,5.48,9.43
0.11,8.73,4.2,5.22,9.42
9.21,8.76,4.3,3.04,8.14
1.21,0.93,9.96,0.54,4.21
1.78,7.28,0.91,2.87,8.1
0.15,1.41,7.75,8.88,9.61
4.75,0.2,0.15,9.54,3.42
4.55,0.41,0.1,8.28,5.61
0.03,1.56,6.55,1.91,5.32
0.09,9.69,9.94,7.84,5.18
0.09,8.99,2.62,5.58,3.33
0.0,4.76,8.44,3.84,0.06
8.01,0.44,0.31,8.11,8.35
0.02,5.07,9.08,3.56,4.0
9.92,0.88,0.12,8.39,5.04
2.79,0.44,0.35,8.92,3.85
9.14,0.8,0.16,6.38,9.44
0.02,8.4,3.27,2.17,2.66
0.0,8.11,0.07,9.14,0.1
1.86,8.64,0.52,2.86,7.96
8.72,0.15,0.2,3.31,4.9
2.41,8.37,7.53,6.23,10.65
0.04,5.14,3.46,7.01,3.38
7.82,0.51,0.4,3.65,3.79
1.44,9.79,0.73,1.91,2.23
0.0,3.76,2.77,7.46,0.59
10.69,6.08,8.07,5.24,7.74
0.0,7.48,0.01,9.21,0.14
4.94,0.12,0.48,7.5,1.71
0.04,7.46,3.89,5.54,1.8
9.24,2.02,0.99,2.67,0.3
0.02,7.44,2.31,2.15,5.58
2.02,8.51,0.94,9.14,9.76
0.04,8.91,7.74,9.69,1.22
0.0,1.47,3.11,8.93,0.97
0.09,7.02,2.17,5.18,10.0
1.4,2.49,0.51,1.61,2.26
0.0,3.83,9.14,4.84,0.58
0.0,9.67,0.05,7.29,0.01
1.09,3.63,9.35,4.61,7.07
4.83,0.76,0.26,8.81,1.83
0.02,9.17,8.01,6.66,1.84
0.0,4.54,0.07,6.95,0.15
0.07,7.18,1.9,8.56,6.76
